,u,i,ts,label,idx
10300,10,787,49244400.0,-1.0,10301
10301,77,1328,49244400.0,-1.0,10302
10302,10,918,49244400.0,-1.0,10303
10303,77,9,49244400.0,-1.0,10304
10304,1509,918,49244400.0,-1.0,10305
10305,161,623,49244400.0,-1.0,10306
10306,744,38,49244400.0,-1.0,10307
10307,43,393,49244400.0,-1.0,10308
10308,521,32,49244400.0,-1.0,10309
10309,918,10,49244400.0,-1.0,10310
10310,787,10,49244400.0,-1.0,10311
10311,742,38,49244400.0,-1.0,10312
10312,9,77,49244400.0,-1.0,10313
10313,452,306,49244400.0,-1.0,10314
10314,623,161,49244400.0,-1.0,10315
10315,918,1509,49244400.0,-1.0,10316
10316,1322,161,49244400.0,-1.0,10317
10317,306,452,49244400.0,-1.0,10318
10318,393,43,49244400.0,-1.0,10319
10319,75,8,49330800.0,-1.0,10320
10320,545,135,49330800.0,-1.0,10321
10321,55,2220,49330800.0,-1.0,10322
10322,204,804,49330800.0,-1.0,10323
10323,70,32,49330800.0,-1.0,10324
10324,71,742,49330800.0,-1.0,10325
10325,8,75,49330800.0,-1.0,10326
10326,1,1510,49330800.0,-1.0,10327
10327,8,157,49330800.0,-1.0,10328
10328,804,204,49330800.0,-1.0,10329
10329,545,14,49330800.0,-1.0,10330
10330,545,155,49330800.0,-1.0,10331
10331,67,1150,49330800.0,-1.0,10332
10332,55,427,49330800.0,-1.0,10333
10333,1288,10,49330800.0,-1.0,10334
10334,32,70,49330800.0,-1.0,10335
10335,17,306,49330800.0,-1.0,10336
10336,545,10,49330800.0,-1.0,10337
10337,545,9,49330800.0,-1.0,10338
10338,3589,393,49330800.0,-1.0,10339
10339,427,55,49330800.0,-1.0,10340
10340,10,1288,49330800.0,-1.0,10341
10341,1510,1,49330800.0,-1.0,10342
10342,1150,67,49330800.0,-1.0,10343
10343,474,2937,49417200.0,-1.0,10344
10344,410,2157,49417200.0,-1.0,10345
10345,2157,410,49417200.0,-1.0,10346
10346,3589,17,49417200.0,-1.0,10347
10347,77,545,49417200.0,-1.0,10348
10348,133,11,49417200.0,-1.0,10349
10349,2937,474,49417200.0,-1.0,10350
10350,2940,1764,49503600.0,-1.0,10351
10351,265,17,49503600.0,-1.0,10352
10352,319,741,49503600.0,-1.0,10353
10353,2223,71,49503600.0,-1.0,10354
10354,552,11,49503600.0,-1.0,10355
10355,3779,1153,49503600.0,-1.0,10356
10356,17,4,49503600.0,-1.0,10357
10357,17,265,49503600.0,-1.0,10358
10358,11,552,49503600.0,-1.0,10359
10359,1764,2940,49503600.0,-1.0,10360
10360,2194,277,49503600.0,-1.0,10361
10361,71,2223,49503600.0,-1.0,10362
10362,787,2,49503600.0,-1.0,10363
10363,2,306,49503600.0,-1.0,10364
10364,2223,35,49503600.0,-1.0,10365
10365,1153,3779,49503600.0,-1.0,10366
10366,2,787,49503600.0,-1.0,10367
10367,7,98,49590000.0,-1.0,10368
10368,146,2939,49590000.0,-1.0,10369
10369,177,63,49590000.0,-1.0,10370
10370,3767,2222,49590000.0,-1.0,10371
10371,2222,3767,49590000.0,-1.0,10372
10372,2219,146,49590000.0,-1.0,10373
10373,150,2822,49590000.0,-1.0,10374
10374,519,1288,49590000.0,-1.0,10375
10375,187,552,49590000.0,-1.0,10376
10376,393,32,49590000.0,-1.0,10377
10377,2822,150,49590000.0,-1.0,10378
10378,410,742,49590000.0,-1.0,10379
10379,11,1775,49590000.0,-1.0,10380
10380,55,390,49590000.0,-1.0,10381
10381,22,189,49590000.0,-1.0,10382
10382,43,392,49590000.0,-1.0,10383
10383,410,117,49590000.0,-1.0,10384
10384,1775,11,49590000.0,-1.0,10385
10385,1148,117,49590000.0,-1.0,10386
10386,190,189,49590000.0,-1.0,10387
10387,2939,146,49590000.0,-1.0,10388
10388,40,3589,49590000.0,-1.0,10389
10389,1288,519,49590000.0,-1.0,10390
10390,146,2219,49590000.0,-1.0,10391
10391,4,17,49590000.0,-1.0,10392
10392,392,43,49590000.0,-1.0,10393
10393,285,64,49590000.0,-1.0,10394
10394,78,146,49590000.0,-1.0,10395
10395,1,2217,49590000.0,-1.0,10396
10396,2219,389,49590000.0,-1.0,10397
10397,3589,40,49590000.0,-1.0,10398
10398,117,306,49590000.0,-1.0,10399
10399,146,78,49590000.0,-1.0,10400
10400,22,110,49590000.0,-1.0,10401
10401,32,393,49590000.0,-1.0,10402
10402,3744,26,49676400.0,-1.0,10403
10403,393,177,49676400.0,-1.0,10404
10404,1508,3595,49676400.0,-1.0,10405
10405,454,43,49676400.0,-1.0,10406
10406,393,265,49676400.0,-1.0,10407
10407,519,745,49676400.0,-1.0,10408
10408,177,393,49676400.0,-1.0,10409
10409,102,32,49676400.0,-1.0,10410
10410,1272,98,49676400.0,-1.0,10411
10411,265,16,49676400.0,-1.0,10412
10412,11,1512,49676400.0,-1.0,10413
10413,117,410,49676400.0,-1.0,10414
10414,474,745,49676400.0,-1.0,10415
10415,98,1272,49676400.0,-1.0,10416
10416,745,519,49676400.0,-1.0,10417
10417,177,799,49676400.0,-1.0,10418
10418,137,264,49676400.0,-1.0,10419
10419,745,474,49676400.0,-1.0,10420
10420,265,32,49676400.0,-1.0,10421
10421,117,260,49676400.0,-1.0,10422
10422,265,490,49676400.0,-1.0,10423
10423,16,265,49676400.0,-1.0,10424
10424,264,137,49676400.0,-1.0,10425
10425,260,117,49676400.0,-1.0,10426
10426,390,55,49676400.0,-1.0,10427
10427,32,265,49676400.0,-1.0,10428
10428,32,102,49676400.0,-1.0,10429
10429,1512,11,49676400.0,-1.0,10430
10430,17,3589,49676400.0,-1.0,10431
10431,3595,1508,49676400.0,-1.0,10432
10432,3744,52,49676400.0,-1.0,10433
10433,43,454,49676400.0,-1.0,10434
10434,799,177,49676400.0,-1.0,10435
10435,265,393,49676400.0,-1.0,10436
10436,1764,37,49762800.0,-1.0,10437
10437,25,804,49762800.0,-1.0,10438
10438,2944,16,49762800.0,-1.0,10439
10439,29,1,49762800.0,-1.0,10440
10440,799,319,49762800.0,-1.0,10441
10441,2943,55,49762800.0,-1.0,10442
10442,3744,1775,49762800.0,-1.0,10443
10443,236,350,49762800.0,-1.0,10444
10444,37,168,49762800.0,-1.0,10445
10445,319,799,49762800.0,-1.0,10446
10446,1,29,49762800.0,-1.0,10447
10447,16,2944,49762800.0,-1.0,10448
10448,168,37,49762800.0,-1.0,10449
10449,350,236,49762800.0,-1.0,10450
10450,1775,3744,49762800.0,-1.0,10451
10451,2577,2151,49762800.0,-1.0,10452
10452,123,22,49762800.0,-1.0,10453
10453,55,2943,49762800.0,-1.0,10454
10454,306,31,49762800.0,-1.0,10455
10455,2577,38,49762800.0,-1.0,10456
10456,3595,2221,49762800.0,-1.0,10457
10457,38,2577,49762800.0,-1.0,10458
10458,804,25,49762800.0,-1.0,10459
10459,37,1764,49762800.0,-1.0,10460
10460,16,2077,49762800.0,-1.0,10461
10461,1513,552,49849200.0,-1.0,10462
10462,10,33,49849200.0,-1.0,10463
10463,33,798,49849200.0,-1.0,10464
10464,306,17,49849200.0,-1.0,10465
10465,552,1311,49849200.0,-1.0,10466
10466,3595,1037,49849200.0,-1.0,10467
10467,110,487,49849200.0,-1.0,10468
10468,70,21,49849200.0,-1.0,10469
10469,1513,11,49849200.0,-1.0,10470
10470,2224,170,49849200.0,-1.0,10471
10471,29,110,49849200.0,-1.0,10472
10472,21,70,49849200.0,-1.0,10473
10473,941,26,49849200.0,-1.0,10474
10474,11,264,49849200.0,-1.0,10475
10475,10,941,49849200.0,-1.0,10476
10476,110,29,49849200.0,-1.0,10477
10477,33,10,49849200.0,-1.0,10478
10478,170,2224,49849200.0,-1.0,10479
10479,26,941,49849200.0,-1.0,10480
10480,189,1506,49849200.0,-1.0,10481
10481,209,176,49935600.0,-1.0,10482
10482,370,7,49935600.0,-1.0,10483
10483,392,63,49935600.0,-1.0,10484
10484,63,392,49935600.0,-1.0,10485
10485,63,209,49935600.0,-1.0,10486
10486,209,63,49935600.0,-1.0,10487
10487,106,189,49935600.0,-1.0,10488
10488,106,941,49935600.0,-1.0,10489
10489,209,257,49935600.0,-1.0,10490
10490,1740,350,49935600.0,-1.0,10491
10491,51,10,49935600.0,-1.0,10492
10492,941,106,49935600.0,-1.0,10493
10493,257,209,49935600.0,-1.0,10494
10494,392,16,49935600.0,-1.0,10495
10495,8,284,49935600.0,-1.0,10496
10496,189,106,49935600.0,-1.0,10497
10497,265,177,49935600.0,-1.0,10498
10498,98,51,49935600.0,-1.0,10499
10499,284,8,49935600.0,-1.0,10500
10500,16,392,49935600.0,-1.0,10501
10501,209,267,49935600.0,-1.0,10502
10502,503,43,50022000.0,-1.0,10503
10503,88,17,50022000.0,-1.0,10504
10504,3621,7,50022000.0,-1.0,10505
10505,10,51,50022000.0,-1.0,10506
10506,1778,43,50022000.0,-1.0,10507
10507,33,503,50022000.0,-1.0,10508
10508,146,2226,50022000.0,-1.0,10509
10509,55,1155,50022000.0,-1.0,10510
10510,43,1778,50022000.0,-1.0,10511
10511,43,503,50022000.0,-1.0,10512
10512,20,372,50022000.0,-1.0,10513
10513,1740,1778,50022000.0,-1.0,10514
10514,1287,7,50022000.0,-1.0,10515
10515,7,1287,50022000.0,-1.0,10516
10516,110,8,50022000.0,-1.0,10517
10517,2226,146,50022000.0,-1.0,10518
10518,135,235,50022000.0,-1.0,10519
10519,190,3579,50022000.0,-1.0,10520
10520,393,3589,50022000.0,-1.0,10521
10521,306,66,50022000.0,-1.0,10522
10522,1501,146,50108400.0,-1.0,10523
10523,2197,146,50108400.0,-1.0,10524
10524,1,2926,50108400.0,-1.0,10525
10525,25,60,50108400.0,-1.0,10526
10526,22,80,50108400.0,-1.0,10527
10527,80,184,50108400.0,-1.0,10528
10528,486,2223,50108400.0,-1.0,10529
10529,80,51,50108400.0,-1.0,10530
10530,410,2938,50108400.0,-1.0,10531
10531,146,1501,50108400.0,-1.0,10532
10532,1149,146,50108400.0,-1.0,10533
10533,2938,410,50108400.0,-1.0,10534
10534,146,1149,50108400.0,-1.0,10535
10535,146,2197,50108400.0,-1.0,10536
10536,438,521,50108400.0,-1.0,10537
10537,503,33,50108400.0,-1.0,10538
10538,51,80,50108400.0,-1.0,10539
10539,25,187,50194800.0,-1.0,10540
10540,32,3762,50194800.0,-1.0,10541
10541,32,796,50194800.0,-1.0,10542
10542,1037,3595,50194800.0,-1.0,10543
10543,80,1134,50194800.0,-1.0,10544
10544,187,25,50194800.0,-1.0,10545
10545,26,211,50194800.0,-1.0,10546
10546,1134,80,50194800.0,-1.0,10547
10547,187,11,50194800.0,-1.0,10548
10548,623,1,50194800.0,-1.0,10549
10549,11,188,50194800.0,-1.0,10550
10550,623,11,50194800.0,-1.0,10551
10551,1020,51,50194800.0,-1.0,10552
10552,9,70,50194800.0,-1.0,10553
10553,800,410,50194800.0,-1.0,10554
10554,2194,1987,50194800.0,-1.0,10555
10555,11,623,50194800.0,-1.0,10556
10556,11,3762,50194800.0,-1.0,10557
10557,44,514,50194800.0,-1.0,10558
10558,152,188,50194800.0,-1.0,10559
10559,1,1509,50194800.0,-1.0,10560
10560,410,800,50194800.0,-1.0,10561
10561,161,260,50194800.0,-1.0,10562
10562,3595,1778,50194800.0,-1.0,10563
10563,2,798,50194800.0,-1.0,10564
10564,1,623,50194800.0,-1.0,10565
10565,70,133,50194800.0,-1.0,10566
10566,260,161,50194800.0,-1.0,10567
10567,1778,3595,50194800.0,-1.0,10568
10568,70,9,50194800.0,-1.0,10569
10569,26,100,50281200.0,-1.0,10570
10570,201,1509,50281200.0,-1.0,10571
10571,1509,201,50281200.0,-1.0,10572
10572,166,1020,50281200.0,-1.0,10573
10573,521,438,50281200.0,-1.0,10574
10574,552,177,50281200.0,-1.0,10575
10575,2223,486,50281200.0,-1.0,10576
10576,260,38,50281200.0,-1.0,10577
10577,10,741,50281200.0,-1.0,10578
10578,548,166,50281200.0,-1.0,10579
10579,741,319,50281200.0,-1.0,10580
10580,166,548,50281200.0,-1.0,10581
10581,1,2942,50281200.0,-1.0,10582
10582,8,286,50281200.0,-1.0,10583
10583,8,43,50281200.0,-1.0,10584
10584,8,201,50281200.0,-1.0,10585
10585,100,26,50281200.0,-1.0,10586
10586,177,411,50281200.0,-1.0,10587
10587,67,260,50281200.0,-1.0,10588
10588,201,8,50281200.0,-1.0,10589
10589,3595,1329,50281200.0,-1.0,10590
10590,260,285,50281200.0,-1.0,10591
10591,1329,1037,50281200.0,-1.0,10592
10592,177,552,50281200.0,-1.0,10593
10593,552,260,50281200.0,-1.0,10594
10594,286,8,50281200.0,-1.0,10595
10595,285,260,50281200.0,-1.0,10596
10596,260,67,50281200.0,-1.0,10597
10597,1020,166,50281200.0,-1.0,10598
10598,411,177,50281200.0,-1.0,10599
10599,7,318,50281200.0,-1.0,10600
10600,741,10,50281200.0,-1.0,10601
10601,260,35,50281200.0,-1.0,10602
10602,66,26,50367600.0,-1.0,10603
10603,2866,3621,50367600.0,-1.0,10604
10604,1,2945,50367600.0,-1.0,10605
10605,522,1156,50367600.0,-1.0,10606
10606,1326,25,50367600.0,-1.0,10607
10607,1156,11,50367600.0,-1.0,10608
10608,1156,522,50367600.0,-1.0,10609
10609,190,55,50367600.0,-1.0,10610
10610,20,1771,50367600.0,-1.0,10611
10611,25,1326,50367600.0,-1.0,10612
10612,260,402,50367600.0,-1.0,10613
10613,7,1308,50367600.0,-1.0,10614
10614,26,66,50367600.0,-1.0,10615
10615,11,8,50367600.0,-1.0,10616
10616,11,1156,50367600.0,-1.0,10617
10617,1328,77,50367600.0,-1.0,10618
10618,1308,7,50367600.0,-1.0,10619
10619,402,260,50367600.0,-1.0,10620
10620,18,690,50367600.0,-1.0,10621
10621,260,1,50367600.0,-1.0,10622
10622,329,393,50454000.0,-1.0,10623
10623,393,329,50454000.0,-1.0,10624
10624,393,2949,50454000.0,-1.0,10625
10625,1506,189,50454000.0,-1.0,10626
10626,260,11,50454000.0,-1.0,10627
10627,2949,393,50454000.0,-1.0,10628
10628,1771,20,50454000.0,-1.0,10629
10629,11,260,50454000.0,-1.0,10630
10630,1309,88,50540400.0,-1.0,10631
10631,106,166,50540400.0,-1.0,10632
10632,1424,189,50540400.0,-1.0,10633
10633,941,2948,50540400.0,-1.0,10634
10634,189,2,50540400.0,-1.0,10635
10635,4,2201,50540400.0,-1.0,10636
10636,177,350,50540400.0,-1.0,10637
10637,16,2950,50540400.0,-1.0,10638
10638,166,106,50540400.0,-1.0,10639
10639,2948,941,50540400.0,-1.0,10640
10640,85,106,50540400.0,-1.0,10641
10641,411,26,50540400.0,-1.0,10642
10642,63,8,50540400.0,-1.0,10643
10643,85,2951,50540400.0,-1.0,10644
10644,189,1424,50540400.0,-1.0,10645
10645,189,43,50540400.0,-1.0,10646
10646,260,3744,50540400.0,-1.0,10647
10647,306,62,50540400.0,-1.0,10648
10648,2950,16,50540400.0,-1.0,10649
10649,88,1309,50540400.0,-1.0,10650
10650,43,189,50540400.0,-1.0,10651
10651,106,85,50540400.0,-1.0,10652
10652,2951,85,50540400.0,-1.0,10653
10653,8,26,50540400.0,-1.0,10654
10654,38,260,50540400.0,-1.0,10655
10655,8,63,50540400.0,-1.0,10656
10656,62,306,50540400.0,-1.0,10657
10657,211,26,50626800.0,-1.0,10658
10658,11,372,50626800.0,-1.0,10659
10659,267,209,50626800.0,-1.0,10660
10660,209,148,50626800.0,-1.0,10661
10661,209,801,50626800.0,-1.0,10662
10662,801,209,50626800.0,-1.0,10663
10663,47,38,50626800.0,-1.0,10664
10664,802,177,50626800.0,-1.0,10665
10665,47,272,50626800.0,-1.0,10666
10666,47,255,50626800.0,-1.0,10667
10667,2443,43,50626800.0,-1.0,10668
10668,117,1148,50626800.0,-1.0,10669
10669,47,26,50626800.0,-1.0,10670
10670,372,11,50626800.0,-1.0,10671
10671,47,1034,50626800.0,-1.0,10672
10672,47,197,50626800.0,-1.0,10673
10673,372,20,50626800.0,-1.0,10674
10674,51,8,50626800.0,-1.0,10675
10675,177,77,50626800.0,-1.0,10676
10676,635,941,50626800.0,-1.0,10677
10677,77,177,50626800.0,-1.0,10678
10678,176,20,50713200.0,-1.0,10679
10679,1779,142,50713200.0,-1.0,10680
10680,77,47,50713200.0,-1.0,10681
10681,941,85,50713200.0,-1.0,10682
10682,350,26,50713200.0,-1.0,10683
10683,176,14,50713200.0,-1.0,10684
10684,176,134,50713200.0,-1.0,10685
10685,134,176,50713200.0,-1.0,10686
10686,176,80,50713200.0,-1.0,10687
10687,85,941,50713200.0,-1.0,10688
10688,9,176,50713200.0,-1.0,10689
10689,38,744,50713200.0,-1.0,10690
10690,176,9,50713200.0,-1.0,10691
10691,946,10,50713200.0,-1.0,10692
10692,1,2941,50713200.0,-1.0,10693
10693,1,2947,50713200.0,-1.0,10694
10694,47,77,50713200.0,-1.0,10695
10695,10,946,50713200.0,-1.0,10696
10696,176,737,50713200.0,-1.0,10697
10697,176,1771,50713200.0,-1.0,10698
10698,90,122,50713200.0,-1.0,10699
10699,142,1779,50713200.0,-1.0,10700
10700,176,63,50713200.0,-1.0,10701
10701,1134,35,50713200.0,-1.0,10702
10702,16,2206,50713200.0,-1.0,10703
10703,1134,15,50713200.0,-1.0,10704
10704,265,10,50713200.0,-1.0,10705
10705,390,176,50713200.0,-1.0,10706
10706,176,267,50713200.0,-1.0,10707
10707,2206,16,50713200.0,-1.0,10708
10708,176,390,50713200.0,-1.0,10709
10709,176,2191,50713200.0,-1.0,10710
10710,122,90,50713200.0,-1.0,10711
10711,10,265,50713200.0,-1.0,10712
10712,4,347,50799600.0,-1.0,10713
10713,801,190,50799600.0,-1.0,10714
10714,17,544,50799600.0,-1.0,10715
10715,8,21,50799600.0,-1.0,10716
10716,71,745,50799600.0,-1.0,10717
10717,171,83,50799600.0,-1.0,10718
10718,110,146,50799600.0,-1.0,10719
10719,51,62,50799600.0,-1.0,10720
10720,145,90,50799600.0,-1.0,10721
10721,21,8,50799600.0,-1.0,10722
10722,190,801,50799600.0,-1.0,10723
10723,62,51,50799600.0,-1.0,10724
10724,411,3767,50799600.0,-1.0,10725
10725,286,90,50799600.0,-1.0,10726
10726,1509,1,50799600.0,-1.0,10727
10727,427,35,50799600.0,-1.0,10728
10728,90,286,50799600.0,-1.0,10729
10729,801,491,50799600.0,-1.0,10730
10730,491,801,50799600.0,-1.0,10731
10731,3767,411,50799600.0,-1.0,10732
10732,1,455,50799600.0,-1.0,10733
10733,347,4,50799600.0,-1.0,10734
10734,455,636,50799600.0,-1.0,10735
10735,348,26,50799600.0,-1.0,10736
10736,636,455,50799600.0,-1.0,10737
10737,80,491,50799600.0,-1.0,10738
10738,25,801,50799600.0,-1.0,10739
10739,260,940,50799600.0,-1.0,10740
10740,411,17,50799600.0,-1.0,10741
10741,8,2172,50799600.0,-1.0,10742
10742,26,348,50799600.0,-1.0,10743
10743,2172,8,50799600.0,-1.0,10744
10744,801,25,50799600.0,-1.0,10745
10745,17,411,50799600.0,-1.0,10746
10746,455,1,50799600.0,-1.0,10747
10747,83,171,50799600.0,-1.0,10748
10748,189,90,50886000.0,-1.0,10749
10749,16,2954,50886000.0,-1.0,10750
10750,265,62,50886000.0,-1.0,10751
10751,544,17,50886000.0,-1.0,10752
10752,684,157,50886000.0,-1.0,10753
10753,260,636,50886000.0,-1.0,10754
10754,260,1511,50886000.0,-1.0,10755
10755,552,189,50886000.0,-1.0,10756
10756,122,469,50886000.0,-1.0,10757
10757,1440,101,50886000.0,-1.0,10758
10758,62,265,50886000.0,-1.0,10759
10759,660,189,50886000.0,-1.0,10760
10760,3744,8,50886000.0,-1.0,10761
10761,3636,684,50886000.0,-1.0,10762
10762,2955,8,50886000.0,-1.0,10763
10763,8,2955,50886000.0,-1.0,10764
10764,636,260,50886000.0,-1.0,10765
10765,1511,260,50886000.0,-1.0,10766
10766,189,660,50886000.0,-1.0,10767
10767,90,189,50886000.0,-1.0,10768
10768,157,684,50886000.0,-1.0,10769
10769,189,552,50886000.0,-1.0,10770
10770,2954,16,50886000.0,-1.0,10771
10771,2787,3582,50972400.0,-1.0,10772
10772,869,8,50972400.0,-1.0,10773
10773,3758,85,50972400.0,-1.0,10774
10774,188,3758,50972400.0,-1.0,10775
10775,8,869,50972400.0,-1.0,10776
10776,10,2957,50972400.0,-1.0,10777
10777,166,11,50972400.0,-1.0,10778
10778,11,166,50972400.0,-1.0,10779
10779,10,623,50972400.0,-1.0,10780
10780,1038,33,50972400.0,-1.0,10781
10781,623,10,50972400.0,-1.0,10782
10782,190,25,50972400.0,-1.0,10783
10783,146,110,50972400.0,-1.0,10784
10784,933,3758,50972400.0,-1.0,10785
10785,329,256,50972400.0,-1.0,10786
10786,306,43,50972400.0,-1.0,10787
10787,38,3758,50972400.0,-1.0,10788
10788,26,3758,50972400.0,-1.0,10789
10789,21,522,50972400.0,-1.0,10790
10790,2957,10,50972400.0,-1.0,10791
10791,2956,411,50972400.0,-1.0,10792
10792,33,1038,50972400.0,-1.0,10793
10793,411,2956,50972400.0,-1.0,10794
10794,1780,69,51058800.0,-1.0,10795
10795,3556,11,51058800.0,-1.0,10796
10796,69,1780,51058800.0,-1.0,10797
10797,21,22,51058800.0,-1.0,10798
10798,11,3556,51058800.0,-1.0,10799
10799,25,13,51058800.0,-1.0,10800
10800,26,38,51058800.0,-1.0,10801
10801,13,25,51058800.0,-1.0,10802
10802,22,26,51058800.0,-1.0,10803
10803,411,24,51058800.0,-1.0,10804
10804,18,2228,51058800.0,-1.0,10805
10805,24,411,51058800.0,-1.0,10806
10806,83,390,51058800.0,-1.0,10807
10807,38,26,51058800.0,-1.0,10808
10808,1038,3637,51058800.0,-1.0,10809
10809,2199,18,51058800.0,-1.0,10810
10810,487,47,51145200.0,-1.0,10811
10811,161,1324,51145200.0,-1.0,10812
10812,11,190,51145200.0,-1.0,10813
10813,71,38,51145200.0,-1.0,10814
10814,2228,18,51145200.0,-1.0,10815
10815,3556,24,51145200.0,-1.0,10816
10816,38,71,51145200.0,-1.0,10817
10817,161,1039,51145200.0,-1.0,10818
10818,190,11,51145200.0,-1.0,10819
10819,26,190,51145200.0,-1.0,10820
10820,551,135,51145200.0,-1.0,10821
10821,10,161,51145200.0,-1.0,10822
10822,2952,1,51145200.0,-1.0,10823
10823,1,2952,51145200.0,-1.0,10824
10824,1039,161,51145200.0,-1.0,10825
10825,146,1510,51145200.0,-1.0,10826
10826,1324,161,51145200.0,-1.0,10827
10827,161,10,51145200.0,-1.0,10828
10828,1510,146,51145200.0,-1.0,10829
10829,1322,16,51145200.0,-1.0,10830
10830,16,1322,51145200.0,-1.0,10831
10831,1039,177,51231600.0,-1.0,10832
10832,393,3512,51231600.0,-1.0,10833
10833,951,317,51231600.0,-1.0,10834
10834,71,486,51231600.0,-1.0,10835
10835,7,1282,51231600.0,-1.0,10836
10836,47,487,51231600.0,-1.0,10837
10837,2958,177,51231600.0,-1.0,10838
10838,67,1327,51231600.0,-1.0,10839
10839,177,639,51231600.0,-1.0,10840
10840,10,67,51231600.0,-1.0,10841
10841,1282,7,51231600.0,-1.0,10842
10842,490,1507,51231600.0,-1.0,10843
10843,177,2958,51231600.0,-1.0,10844
10844,1507,490,51231600.0,-1.0,10845
10845,486,71,51231600.0,-1.0,10846
10846,639,177,51231600.0,-1.0,10847
10847,177,1039,51231600.0,-1.0,10848
10848,803,1039,51318000.0,-1.0,10849
10849,63,801,51318000.0,-1.0,10850
10850,10,137,51318000.0,-1.0,10851
10851,1506,264,51318000.0,-1.0,10852
10852,8,85,51318000.0,-1.0,10853
10853,63,176,51318000.0,-1.0,10854
10854,67,137,51318000.0,-1.0,10855
10855,67,988,51318000.0,-1.0,10856
10856,137,31,51318000.0,-1.0,10857
10857,137,67,51318000.0,-1.0,10858
10858,801,63,51318000.0,-1.0,10859
10859,3512,393,51318000.0,-1.0,10860
10860,17,166,51318000.0,-1.0,10861
10861,166,17,51318000.0,-1.0,10862
10862,2890,393,51318000.0,-1.0,10863
10863,293,60,51318000.0,-1.0,10864
10864,1326,1308,51318000.0,-1.0,10865
10865,166,26,51318000.0,-1.0,10866
10866,1308,1326,51318000.0,-1.0,10867
10867,393,2890,51318000.0,-1.0,10868
10868,2960,83,51318000.0,-1.0,10869
10869,166,137,51318000.0,-1.0,10870
10870,988,67,51318000.0,-1.0,10871
10871,277,10,51318000.0,-1.0,10872
10872,1039,803,51318000.0,-1.0,10873
10873,85,8,51318000.0,-1.0,10874
10874,166,85,51318000.0,-1.0,10875
10875,10,277,51318000.0,-1.0,10876
10876,83,2960,51318000.0,-1.0,10877
10877,260,780,51404400.0,-1.0,10878
10878,260,106,51404400.0,-1.0,10879
10879,166,2,51404400.0,-1.0,10880
10880,10,166,51404400.0,-1.0,10881
10881,63,14,51404400.0,-1.0,10882
10882,67,411,51404400.0,-1.0,10883
10883,562,780,51404400.0,-1.0,10884
10884,4,63,51404400.0,-1.0,10885
10885,52,26,51404400.0,-1.0,10886
10886,26,272,51404400.0,-1.0,10887
10887,562,10,51404400.0,-1.0,10888
10888,780,260,51404400.0,-1.0,10889
10889,411,67,51404400.0,-1.0,10890
10890,150,10,51404400.0,-1.0,10891
10891,166,10,51404400.0,-1.0,10892
10892,10,562,51404400.0,-1.0,10893
10893,145,807,51404400.0,-1.0,10894
10894,177,265,51404400.0,-1.0,10895
10895,106,260,51404400.0,-1.0,10896
10896,166,272,51404400.0,-1.0,10897
10897,85,166,51404400.0,-1.0,10898
10898,52,259,51404400.0,-1.0,10899
10899,10,150,51404400.0,-1.0,10900
10900,22,21,51404400.0,-1.0,10901
10901,190,267,51490800.0,-1.0,10902
10902,689,801,51490800.0,-1.0,10903
10903,7,3621,51490800.0,-1.0,10904
10904,623,177,51490800.0,-1.0,10905
10905,689,329,51490800.0,-1.0,10906
10906,190,188,51490800.0,-1.0,10907
10907,219,26,51490800.0,-1.0,10908
10908,219,304,51490800.0,-1.0,10909
10909,260,189,51490800.0,-1.0,10910
10910,689,3759,51490800.0,-1.0,10911
10911,190,304,51490800.0,-1.0,10912
10912,189,260,51490800.0,-1.0,10913
10913,260,3691,51490800.0,-1.0,10914
10914,1762,1276,51490800.0,-1.0,10915
10915,63,17,51490800.0,-1.0,10916
10916,623,33,51490800.0,-1.0,10917
10917,17,63,51490800.0,-1.0,10918
10918,166,3594,51490800.0,-1.0,10919
10919,1276,1762,51490800.0,-1.0,10920
10920,177,623,51490800.0,-1.0,10921
10921,63,4,51490800.0,-1.0,10922
10922,26,219,51490800.0,-1.0,10923
10923,260,530,51490800.0,-1.0,10924
10924,260,2959,51490800.0,-1.0,10925
10925,807,20,51490800.0,-1.0,10926
10926,302,689,51490800.0,-1.0,10927
10927,689,14,51490800.0,-1.0,10928
10928,530,260,51490800.0,-1.0,10929
10929,260,1135,51490800.0,-1.0,10930
10930,33,623,51490800.0,-1.0,10931
10931,3691,260,51490800.0,-1.0,10932
10932,689,302,51490800.0,-1.0,10933
10933,190,2,51490800.0,-1.0,10934
10934,801,689,51577200.0,-1.0,10935
10935,33,487,51577200.0,-1.0,10936
10936,63,522,51577200.0,-1.0,10937
10937,52,83,51577200.0,-1.0,10938
10938,11,171,51577200.0,-1.0,10939
10939,146,7,51577200.0,-1.0,10940
10940,304,219,51577200.0,-1.0,10941
10941,20,807,51577200.0,-1.0,10942
10942,190,26,51577200.0,-1.0,10943
10943,18,2961,51577200.0,-1.0,10944
10944,487,33,51577200.0,-1.0,10945
10945,7,146,51577200.0,-1.0,10946
10946,189,52,51577200.0,-1.0,10947
10947,83,52,51577200.0,-1.0,10948
10948,260,78,51577200.0,-1.0,10949
10949,171,11,51577200.0,-1.0,10950
10950,190,13,51577200.0,-1.0,10951
10951,1254,21,51577200.0,-1.0,10952
10952,522,63,51577200.0,-1.0,10953
